Energy (eV),n 10°,Dichroism 10°,Birefringence 10°,n 80°,Dichroism 80°,Birefringence 80°
258.8,"(np.complex128(0.0018394654979370965+0.0002501773756423546j), np.complex128(0.0017443360053459893+0.00025015801796864637j))",1.9357673708224853e-08,9.512949259110723e-05,"(np.complex128(0.0017443360053459895+0.00025015801796864637j), np.complex128(0.0018394654979370965+0.0002501773756423546j))",-1.9357673708224853e-08,-9.512949259110701e-05
258.9,"(np.complex128(0.001836088951299442+0.00024985503520962384j), np.complex128(0.001740413341336951+0.0002498377346744606j))",1.730053516326704e-08,9.567560996249103e-05,"(np.complex128(0.001740413341336951+0.0002498377346744606j), np.complex128(0.001836088951299442+0.00024985503520962384j))",-1.730053516326704e-08,-9.567560996249103e-05
259.0,"(np.complex128(0.0018327124046617896+0.00024953269477689325j), np.complex128(0.0017364906773279147+0.000249517451380275j))",1.524339661825502e-08,9.622172733387484e-05,"(np.complex128(0.001736490677327915+0.000249517451380275j), np.complex128(0.0018327124046617896+0.00024953269477689325j))",-1.524339661825502e-08,-9.622172733387462e-05
259.1,"(np.complex128(0.001829335858024137+0.0002492103543441627j), np.complex128(0.0017325680133188784+0.00024919716808608936j))",1.3186258073351418e-08,9.676784470525864e-05,"(np.complex128(0.0017325680133188786+0.00024919716808608936j), np.complex128(0.001829335858024137+0.0002492103543441627j))",-1.3186258073351418e-08,-9.676784470525842e-05
259.2,"(np.complex128(0.0018259593113864826+0.00024888801391143196j), np.complex128(0.00172864534930984+0.0002488768847919036j))",1.1129119528339396e-08,9.731396207664266e-05,"(np.complex128(0.0017286453493098402+0.0002488768847919036j), np.complex128(0.0018259593113864826+0.00024888801391143196j))",-1.1129119528339396e-08,-9.731396207664244e-05
259.3,"(np.complex128(0.0018225827647488284+0.0002485656734787012j), np.complex128(0.0017247226853008015+0.00024855660149771783j))",9.071980983381585e-09,9.78600794480269e-05,"(np.complex128(0.0017247226853008017+0.00024855660149771783j), np.complex128(0.0018225827647488284+0.0002485656734787012j))",-9.071980983381585e-09,-9.786007944802668e-05
259.4,"(np.complex128(0.001819206218111176+0.0002482433330459706j), np.complex128(0.0017208000212917654+0.0002482363182035322j))",7.014842438423773e-09,9.840619681941048e-05,"(np.complex128(0.0017208000212917654+0.0002482363182035322j), np.complex128(0.001819206218111176+0.0002482433330459706j))",-7.014842438423773e-09,-9.840619681941048e-05
259.5,"(np.complex128(0.0018158296714735234+0.00024792099261324003j), np.complex128(0.0017168773572827291+0.0002479160349093466j))",4.957703893411752e-09,9.895231419079428e-05,"(np.complex128(0.0017168773572827291+0.0002479160349093466j), np.complex128(0.0018158296714735234+0.00024792099261324003j))",-4.957703893411752e-09,-9.895231419079428e-05
259.6,"(np.complex128(0.001812453124835869+0.0002475986521805093j), np.complex128(0.0017129546932736907+0.0002475957516151608j))",2.90056534845394e-09,9.94984315621783e-05,"(np.complex128(0.0017129546932736907+0.0002475957516151608j), np.complex128(0.001812453124835869+0.0002475986521805093j))",-2.90056534845394e-09,-9.94984315621783e-05
259.7,"(np.complex128(0.0018090765781982147+0.0002472763117477785j), np.complex128(0.0017090320292646522+0.0002472754683209751j))",8.434268034419184e-10,0.00010004454893356254,"(np.complex128(0.0017090320292646522+0.0002472754683209751j), np.complex128(0.0018090765781982147+0.0002472763117477785j))",-8.434268034419184e-10,-0.00010004454893356254
259.8,"(np.complex128(0.0018056463653794478+0.00024696219265090867j), np.complex128(0.0017050491969834095+0.00024696102457334517j))",1.1680775634931306e-09,0.00010059716839603823,"(np.complex128(0.0017050491969834095+0.00024696102457334517j), np.complex128(0.0018056463653794478+0.00024696219265090867j))",-1.1680775634931306e-09,-0.00010059716839603823
259.9,"(np.complex128(0.0018021788591127868+0.00024665378668573874j), np.complex128(0.0017010245528519886+0.00024665063881569474j))",3.147870044001907e-09,0.00010115430626079819,"(np.complex128(0.0017010245528519886+0.00024665063881569474j), np.complex128(0.0018021788591127868+0.00024665378668573874j))",-3.147870044001907e-09,-0.00010115430626079819
260.0,"(np.complex128(0.0017987113528461238+0.0002463453807205686j), np.complex128(0.0016969999087205652+0.0002463402530580441j))",5.127662524510683e-09,0.00010171144412555858,"(np.complex128(0.0016969999087205652+0.0002463402530580441j), np.complex128(0.0017987113528461238+0.0002463453807205686j))",-5.127662524510683e-09,-0.00010171144412555858
260.1,"(np.complex128(0.001795243846579461+0.0002460369747553985j), np.complex128(0.001692975264589142+0.0002460298673003935j))",7.107455005019459e-09,0.00010226858199031898,"(np.complex128(0.001692975264589142+0.0002460298673003935j), np.complex128(0.001795243846579461+0.0002460369747553985j))",-7.107455005019459e-09,-0.00010226858199031898
260.2,"(np.complex128(0.0017917763403128+0.0002457285687902286j), np.complex128(0.0016889506204577208+0.00024571948154274305j))",9.087247485528235e-09,0.00010282571985507916,"(np.complex128(0.001688950620457721+0.00024571948154274305j), np.complex128(0.0017917763403128+0.0002457285687902286j))",-9.087247485528235e-09,-0.00010282571985507894
260.3,"(np.complex128(0.0017883088340461392+0.00024542016282505866j), np.complex128(0.0016849259763262998+0.0002454090957850926j))",1.1067039966037012e-08,0.00010338285771983933,"(np.complex128(0.0016849259763263+0.0002454090957850926j), np.complex128(0.0017883088340461392+0.00024542016282505866j))",-1.1067039966037012e-08,-0.00010338285771983912
260.4,"(np.complex128(0.0017848413277794762+0.00024511175685988857j), np.complex128(0.0016809013321948767+0.00024509871002744197j))",1.3046832446599998e-08,0.00010393999558459951,"(np.complex128(0.0016809013321948767+0.00024509871002744197j), np.complex128(0.0017848413277794762+0.00024511175685988857j))",-1.3046832446599998e-08,-0.00010393999558459951
260.5,"(np.complex128(0.0017813738215128134+0.0002448033508947184j), np.complex128(0.0016768766880634533+0.00024478832426979137j))",1.5026624927054564e-08,0.00010449713344936012,"(np.complex128(0.0016768766880634535+0.00024478832426979137j), np.complex128(0.0017813738215128134+0.0002448033508947184j))",-1.5026624927054564e-08,-0.0001044971334493599
260.6,"(np.complex128(0.0017779063152461524+0.0002444949449295485j), np.complex128(0.0016728520439320323+0.00024447793851214094j))",1.700641740756334e-08,0.00010505427131412008,"(np.complex128(0.0016728520439320326+0.00024447793851214094j), np.complex128(0.0017779063152461524+0.0002444949449295485j))",-1.700641740756334e-08,-0.00010505427131411987
260.7,"(np.complex128(0.0017744388089794916+0.0002441865389643786j), np.complex128(0.0016688273998006114+0.0002441675527544905j))",1.8986209888072116e-08,0.00010561140917888026,"(np.complex128(0.0016688273998006116+0.0002441675527544905j), np.complex128(0.0017744388089794916+0.0002441865389643786j))",-1.8986209888072116e-08,-0.00010561140917888004
260.8,"(np.complex128(0.0017709709969477689+0.00024387814411684224j), np.complex128(0.001664792921213804+0.00024385752457815768j))",2.0619538684558264e-08,0.00010617807573396485,"(np.complex128(0.0016647929212138042+0.00024385752457815768j), np.complex128(0.0017709709969477689+0.00024387814411684224j))",-2.0619538684558264e-08,-0.00010617807573396463
260.9,"(np.complex128(0.0017674999962232793+0.0002435698652103435j), np.complex128(0.0016606558833065562+0.00024355122546413946j))",1.8639746204022383e-08,0.0001068441129167231,"(np.complex128(0.0016606558833065564+0.00024355122546413946j), np.complex128(0.0017674999962232793+0.0002435698652103435j))",-1.8639746204022383e-08,-0.00010684411291672288
261.0,"(np.complex128(0.0017640289954987916+0.0002432615863038449j), np.complex128(0.0016565188453993107+0.00024324492635012138j))",1.6659953723513607e-08,0.00010751015009948092,"(np.complex128(0.001656518845399311+0.00024324492635012138j), np.complex128(0.0017640289954987916+0.0002432615863038449j))",-1.6659953723513607e-08,-0.0001075101500994807
261.1,"(np.complex128(0.0017605579947743042+0.00024295330739734634j), np.complex128(0.0016523818074920655+0.00024293862723610333j))",1.468016124300483e-08,0.00010817618728223874,"(np.complex128(0.0016523818074920655+0.00024293862723610333j), np.complex128(0.0017605579947743042+0.00024295330739734634j))",-1.468016124300483e-08,-0.00010817618728223874
261.2,"(np.complex128(0.0017570869940498146+0.00024264502849084759j), np.complex128(0.0016482447695848176+0.00024263232812208512j))",1.2700368762468949e-08,0.00010884222446499699,"(np.complex128(0.0016482447695848176+0.00024263232812208512j), np.complex128(0.0017570869940498146+0.00024264502849084759j))",-1.2700368762468949e-08,-0.00010884222446499699
261.3,"(np.complex128(0.001753615993325325+0.00024233674958434883j), np.complex128(0.0016441077316775698+0.00024232602900806687j))",1.0720576281960173e-08,0.00010950826164775524,"(np.complex128(0.00164410773167757+0.00024232602900806687j), np.complex128(0.001753615993325325+0.00024233674958434883j))",-1.0720576281960173e-08,-0.00010950826164775503
261.4,"(np.complex128(0.0017501449926008374+0.00024202847067785027j), np.complex128(0.0016399706937703243+0.00024201972989404882j))",8.740783801451397e-09,0.00011017429883051306,"(np.complex128(0.0016399706937703245+0.00024201972989404882j), np.complex128(0.0017501449926008374+0.00024202847067785027j))",-8.740783801451397e-09,-0.00011017429883051284
261.5,"(np.complex128(0.00174667399187635+0.00024172019177135168j), np.complex128(0.001635833655863079+0.00024171343078003074j))",6.760991320942621e-09,0.00011084033601327088,"(np.complex128(0.001635833655863079+0.00024171343078003074j), np.complex128(0.00174667399187635+0.00024172019177135168j))",-6.760991320942621e-09,-0.00011084033601327088
261.6,"(np.complex128(0.0017432029911518604+0.00024141191286485296j), np.complex128(0.0016316966179558312+0.00024140713166601253j))",4.7811988404338444e-09,0.00011150637319602913,"(np.complex128(0.0016316966179558312+0.00024140713166601253j), np.complex128(0.0017432029911518604+0.00024141191286485296j))",-4.7811988404338444e-09,-0.00011150637319602913
261.7,"(np.complex128(0.0017397319904273708+0.0002411036339583542j), np.complex128(0.0016275595800485834+0.00024110083255199428j))",2.8014063599250683e-09,0.00011217241037878739,"(np.complex128(0.0016275595800485834+0.00024110083255199428j), np.complex128(0.0017397319904273708+0.0002411036339583542j))",-2.8014063599250683e-09,-0.00011217241037878739
261.8,"(np.complex128(0.0017362609897028831+0.00024079535505185562j), np.complex128(0.001623422542141338+0.00024079453343797623j))",8.21613879389187e-10,0.0001128384475615452,"(np.complex128(0.001623422542141338+0.00024079453343797623j), np.complex128(0.0017362609897028831+0.00024079535505185562j))",-8.21613879389187e-10,-0.0001128384475615452
261.9,"(np.complex128(0.001732740170799596+0.0002404906949273928j), np.complex128(0.001619207365416015+0.00024049069492739283j))",-2.710505431213761e-20,0.00011353280538358096,"(np.complex128(0.001619207365416015+0.00024049069492739283j), np.complex128(0.001732740170799596+0.0002404906949273928j))",2.710505431213761e-20,-0.00011353280538358096
262.0,"(np.complex128(0.001729184010795106+0.000240188601973092j), np.complex128(0.001614936756879573+0.00024018860197309202j))",-2.710505431213761e-20,0.00011424725391553296,"(np.complex128(0.0016149367568795733+0.00024018860197309202j), np.complex128(0.001729184010795106+0.000240188601973092j))",2.710505431213761e-20,-0.00011424725391553274
262.1,"(np.complex128(0.001725627850790616+0.00023988650901879117j), np.complex128(0.0016106661483431314+0.0002398865090187912j))",-2.710505431213761e-20,0.00011496170244748474,"(np.complex128(0.0016106661483431314+0.0002398865090187912j), np.complex128(0.001725627850790616+0.00023988650901879117j))",2.710505431213761e-20,-0.00011496170244748474
262.2,"(np.complex128(0.001722071690786128+0.00023958441606449052j), np.complex128(0.001606395539806692+0.00023958441606449055j))",-2.710505431213761e-20,0.00011567615097943609,"(np.complex128(0.001606395539806692+0.00023958441606449055j), np.complex128(0.001722071690786128+0.00023958441606449055j))",0.0,-0.00011567615097943609
262.3,"(np.complex128(0.0017185155307816403+0.0002392823231101899j), np.complex128(0.0016021249312702527+0.0002392823231101899j))",0.0,0.00011639059951138765,"(np.complex128(0.0016021249312702527+0.0002392823231101899j), np.complex128(0.0017185155307816403+0.0002392823231101899j))",0.0,-0.00011639059951138765
262.4,"(np.complex128(0.0017149593707771504+0.00023898023015588908j), np.complex128(0.0015978543227338107+0.00023898023015588908j))",0.0,0.00011710504804333965,"(np.complex128(0.001597854322733811+0.00023898023015588908j), np.complex128(0.0017149593707771504+0.00023898023015588908j))",0.0,-0.00011710504804333943
262.5,"(np.complex128(0.0017114032107726604+0.00023867813720158826j), np.complex128(0.001593583714197369+0.00023867813720158826j))",0.0,0.00011781949657529143,"(np.complex128(0.001593583714197369+0.00023867813720158826j), np.complex128(0.0017114032107726604+0.00023867813720158826j))",0.0,-0.00011781949657529143
262.6,"(np.complex128(0.0017078470507681724+0.0002383760442472876j), np.complex128(0.0015893131056609296+0.0002383760442472876j))",0.0,0.00011853394510724278,"(np.complex128(0.0015893131056609296+0.0002383760442472876j), np.complex128(0.0017078470507681724+0.00023837604424728763j))",-2.710505431213761e-20,-0.00011853394510724278
262.7,"(np.complex128(0.0017042908907636844+0.00023807395129298695j), np.complex128(0.00158504249712449+0.00023807395129298698j))",-2.710505431213761e-20,0.00011924839363919434,"(np.complex128(0.0015850424971244903+0.00023807395129298698j), np.complex128(0.0017042908907636844+0.00023807395129298698j))",0.0,-0.00011924839363919412
262.8,"(np.complex128(0.0017007347307591944+0.00023777185833868614j), np.complex128(0.0015807718885880483+0.00023777185833868614j))",0.0,0.00011996284217114612,"(np.complex128(0.0015807718885880485+0.00023777185833868614j), np.complex128(0.0017007347307591944+0.00023777185833868616j))",-2.710505431213761e-20,-0.0001199628421711459
262.9,"(np.complex128(0.0016971726931022094+0.00023747010140818693j), np.complex128(0.0015764885283991454+0.00023747010140818693j))",0.0,0.00012068416470306393,"(np.complex128(0.0015764885283991456+0.00023747010140818693j), np.complex128(0.0016971726931022094+0.00023747010140818696j))",-2.710505431213761e-20,-0.00012068416470306371
263.0,"(np.complex128(0.0016935452888250456+0.00023717208146966355j), np.complex128(0.0015720633543783176+0.00023717208146966355j))",0.0,0.000121481934446728,"(np.complex128(0.0015720633543783178+0.00023717208146966355j), np.complex128(0.0016935452888250456+0.00023717208146966357j))",-2.710505431213761e-20,-0.00012148193444672778
263.1,"(np.complex128(0.0016899178845478815+0.00023687406153114016j), np.complex128(0.0015676381803574897+0.00023687406153114016j))",0.0,0.00012227970419039186,"(np.complex128(0.00156763818035749+0.00023687406153114016j), np.complex128(0.0016899178845478815+0.0002368740615311402j))",-2.710505431213761e-20,-0.00012227970419039164
263.2,"(np.complex128(0.0016862904802707156+0.00023657604159261662j), np.complex128(0.0015632130063366592+0.00023657604159261662j))",0.0,0.00012307747393405636,"(np.complex128(0.0015632130063366594+0.00023657604159261662j), np.complex128(0.0016862904802707156+0.00023657604159261665j))",-2.710505431213761e-20,-0.00012307747393405614
263.3,"(np.complex128(0.0016826630759935496+0.00023627802165409307j), np.complex128(0.0015587878323158287+0.00023627802165409307j))",0.0,0.00012387524367772087,"(np.complex128(0.001558787832315829+0.00023627802165409307j), np.complex128(0.0016826630759935496+0.0002362780216540931j))",-2.710505431213761e-20,-0.00012387524367772065
